Product_id,Product_Name,Brand,Description,Categories,Initial_Price,Final_Price,Currency,Rating,Reviews_Count,Image_URL
62,"Champion Men's T-Shirt, Crewneck Cotton Tee,Mid-Weight T-Shirt,Earth Logos (Reg. or Big & Tall)",Champion,"Here’s a go-to classic cotton tee from Champion®, with Champion® quality built into every detail. This classic crewneck T-shirt is made of traceable, US-grown, ringspun cotton, produced using 2 to 5 times less water while yielding an ultra-soft feel. And it’s constructed with a higher stitch count and reinforced shoulder seams for superb durability. The ribbed crewneck looks great and helps hold the shape, with tonal back neck tape for no-chafe comfort. Wear this basic cotton crewneck tee on its own or as a layer, and enjoy its quality for a long, long time.","[""Clothing, Shoes & Jewelry"",""Men"",""Clothing"",""Active"",""Active Shirts & Tees"",""T-Shirts""]",,"""18.25""",USD,4.6,3895,https://m.media-amazon.com/images/I/910t4zgcI7L.__AC_SY445_SX342_QL70_FMwebp_.jpg
63,Scarecrow Classic Custom Fangs,Scarecrow,"Scarecrow’s Classic Deluxe Custom Fangs provide a realistic look with a comfortable fit. The fangs are perfectly contoured to provide you with a vampiric look that does not limit your ability to speak. They are equipped with an all-inclusive kit, designed for on-the-spot application. It is reusable and comes with a carrying case. The fangs are perfectly contoured to provide you with a vampiric look that does not limit your ability to speak. How to use: Open capsules into mixing container provided and squirt four drops of liquid into the container. Mix with stirring stick until the solution thickens. Use the stick to scoop out the solution and apply to the inside of the fang. Place fang over canines, incisors or bottom teeth and wait five minutes. Repeat the previous step on the second fang, and wait 15 minutes to allow the mold to set. After molding, your fangs can be reused by simply snapping them back in! At Scarecrow, Our goal is to provide our customers with high-end, realistic, custom-fitting vampire fangs. Since 1993, our goal has never changed, provide a variety of high-quality vampire fangs to our customers. Scarecrow professional-grade fangs have been seen on high profile TV shows such as CSI, America’s Next Top Model, Dancing with the Stars, and Unbreakable Kimmy Schmidt. For ages 14 & up.","[""Clothing, Shoes & Jewelry"",""Costumes & Accessories"",""Women"",""Accessories""]",,"""17.99""",USD,4.3,3255,https://images-na.ssl-images-amazon.com/images/I/81RyKIV-puL.__AC_SX342_SY445_QL70_FMwebp_.jpg
64,Propet Womens Colbie Slip On Casual Slippers Casual - Black,Propet,"Suede upper with warm faux fur lining. Arch supporting high density open cell PU foam allows air to flow for a cooler, healthier footbed. PU outsole provides durability and traction for indoor and outdoor wear. Removable Footbed","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Slippers""]","""69.95""","""24.29""",USD,4.0,222,https://m.media-amazon.com/images/I/71Jql3BUyLL.__AC_SY395_SX395_QL70_FMwebp_.jpg
65,Glamorise Women's Plus Size MagicLift Natural Shape Bra Wirefree #1210,Glamorise,"The natural shape front-close bra takes everything you love about our bestselling design -- wire-free support, multiple closures for extra security, cush straps -- and give it a whole new look with softer-shaped cups and added side support.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]","""56.00""","""42.00""",USD,4.1,624,https://m.media-amazon.com/images/I/71jQKRFtsmL.__AC_SY445_SX342_QL70_FMwebp_.jpg
66,Binami 2 Pcs Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift for Women Men,Binami,"Meaningful Gift for Him/Her Ideal for Birthday, Graduation, Christmas, Anniversary, Valentine's Day, Thanksgiving Day and so on. Binami Evil Eye 7 Knot Lucky Bracelets Adjustable String Matching Friendship Gift The 7 Knot evil eye bracelet is an amulet, representing luck, fortune, protection and prosperity.       For Friend For Couple For Family Sister Bracelets Adjustable Matching Heart 2 Pcs Mother Daughter Matching Bracelets Mommy and Me Evil Eye Lucky Necklace Turkish Blue Eye 2 Pcs Magnetic Couples Bracelets Morse Code Bracelet Keep Going Gift ✓ ✓ ✓ ✓ ✓","[""Clothing, Shoes & Jewelry"",""Women"",""Jewelry"",""Bracelets"",""Strand""]","""6.99""","""5.99""",USD,4.0,183,https://m.media-amazon.com/images/I/71qBl1gb1fL.__AC_SY445_SX342_QL70_FMwebp_.jpg
67,OWIN Women's Floral 1950s Vintage Swing Cocktail Party Dress Sleeveless with Pockets,Owin,"OWIN Women's Classical Bow Belt Sleeveless Wedding Guest Dress with Pockets   The perfect length makes this fit and flare dress is suitable for various places- formal, dating, wedding, brithday, cocktail, party, club, prom, dinner, night out, holiday and daily wear. Also can match with necklace, handbag, mules, heels or sandals, which make you more feminine and elegant. OWIN Women's Audrey Hepburn 1950s Retro Vintage Cocktail Patry Dress with Pocket Previous page Next page Concealed zip at back + unique print This classy audrey hepburn style vintage rockabilly swing dress will be great for outing, wedding, cocktail, party, banquet, evening, costume, disney wear, prom, pageant, daily casual and other special occasions. OWIN Women's Audrey Hepburn Vintage Cocktail Dress   Classic Sleeveless & Boatneck, exquisite many pattern design by our designer, always hot, always fashion! Vintage audrey hepburn 50s graceful fitted style, elegance and charm to show you off in parties or casual wear. OWIN Women's 1950s Retro Cocktail Party Dress with Pockets Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:17Loaded: 80.50%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:17 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window. Special v-back design, back hidden zipper. The women's a-line casual party dress back neckline is unique and really flattering. The elegant party dress very flowy and pretty. Built-in belt to tie a bow-knot design, show your elegance! Previous page Next page 1 Cocktail Party Dress 2 1950s Vintage Dress OWIN Women's Vintage Floral Flared A-Line Swing Dresses with Bowknot   Wearing this dress will make you more female charm. This simple yet elegant style will be flattering on most body types and will never go out of fashion. This vintage dresses for women 1950s brings you captivating elegance wherever you go! OWIN Women's Vintage Sleeveless Boatneck A-Line Cocktail Party Dress   Great choice for evening dress, prom dress, tea party dress, homecoming dress, bridesmaid dress, wedding dress and vacation dress.","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Dresses"",""Cocktail""]","""16.99""","""15.99""",USD,4.2,1930,https://m.media-amazon.com/images/I/71dFv2P2axL._AC_UY550_.jpg
68,KOH KOH Womens Long Sleeveless Bridesmaid Cocktail Evening Maxi Dress,KOH KOH,"More Information This classy long sleeveless V-neck sexy split maxi dress will make you look outstanding when attending every special occasion. It makes a beautiful full-length bridesmaid dress, wedding guest dress; gala dinner dress, prom dress, black tie event gown, ball gown or even mother of the bride or groom dress. The stretchy fabric and high elastic empire waist makes for a flattering and comfortable fit for curvy ladies. Pregnant or expectant mothers will love this design as a maternity maxi dress, pregnancy gown or even as a stunning baby shower party dress.These versatile maxi dresses are available in a range of solid colors and a full range of sizes, it really does make a wonderful plus size maxi dress for all the woman with curves. Please select your size based on the bust/chest measurements provided above. Item Length: The total length is approximately 55-57.5 inches / 140-146 cm Garment Care: Machine Washable (Gentle), preferably Hand Wash. Can be dry-cleaned. SKU: NT304 KOH KOH Clothing - Your Online Women's Clothing Store since 2008 ______________________________ Customers Also Like: Formal Wrap Tie Waist Maxi Dress Ruffle Sleeveless Maxi Dress Sleeveless Casual Maxi Dress Gorgeous Sleeveless Maxi Dress Sleeveless One Shoulder Maxi Dress Sleeveless Sexy Knot Formal Maxi Dress Perfect for every occasion : ✓ ✓ ✓ ✓ ✓ ✓","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Dresses"",""Formal""]","""59.95""","""39.95""",USD,3.9,921,https://m.media-amazon.com/images/I/715GMKkMQ6L._AC_UY500_.jpg
69,BOBO BIRD Mens Wooden Watches Luxury Wood Metal Strap Chronograph & Date Display Quartz Watch Versatile Male Timepieces,BOBO BIRD,"BOBO BIRD is a manufaturer who design and produce watches, we hold our watches to the highest standards of craftsmanship, authenticity, and quality. Each one of our products is truly an original. Every watch are handcrafted with Ancient Asian sustainable wood. Various types of materials including teak, ebony, maple and even bamboo, are all used during the creation process. These trees are hand selected by our expert craftsmen to ensure the exceptional quality of our wooden wrist watches. Warm Tips:Due to the use of 100% natural bamboo wood as a material, there may be some spots on the bamboo, this is not a quality problem.The bamboo watches are produced in batches, and the natural colors are slightly different from each other, the watches may have some color difference.Maintenance points of the wood watch:1. If the bamboo watch is too big for your wrist, you can take one or two joints out of the strap with the remove link tool. 2. Try not to get wet or soak in the water in your daily life, getting it a little wet is fine,but not swim or shower with it on, the wood would react poorly to water. 3. Wipe the watch at intervals, the color would be more bright4. Don't strike or pull the watch too violent5. Clean the stains frequently","[""Clothing, Shoes & Jewelry"",""Men"",""Watches"",""Wrist Watches""]","""80.99""","""39.99""",USD,4.4,493,https://m.media-amazon.com/images/I/71JixuZr+hL._AC_SY300_SX300_.jpg
70,Steve Madden Women's Irenee-0 Heeled Sandal,Steve Madden,"We can’t get enough of this gorgeous sophisticated casual silhouette.  a slim strap at the ankle gives a chic feminine finish, while block heels create the perfect balance and reference retro looks. What began as a modest $1100 investment in 1990 has developed into one of the most iconic brands in footwear. From a factory in Queens, NY, Steve Madden has revolutionized the shoe industry, merging years of experience with unique and creative designs. Inspired by rock and roll and his New York roots, his vision to provide on-trend women and men with an outlet to express their individuality is innovative, daring, and inspiring. Steve’s innate understanding of trends and unparalleled willpower have resulted in millions of customers worldwide and propelled his designs to the forefront of fashion. He has expanded the Steve Madden brand into a true lifestyle and destination for footwear, handbags and accessories, sold in over 80 countries worldwide. It’s about authenticity. It’s about embracing individuality. It’s Steve Madden.","[""Clothing, Shoes & Jewelry"",""Women"",""Shoes"",""Sandals"",""Heeled Sandals""]","""55.99""","""53.01""",USD,4.5,249,https://m.media-amazon.com/images/I/51LGgtY8FaS._AC_UY695_.jpg
71,KEOMUD Women Mesh Crochet Crop Top Long Sleeve Hollow Out Cropped Knit Sweater Bikini Beach See Through Cover Ups,KEOMUD,"Crochet Mesh Cover Up Mesh Pullover Sweater Hollow Out Cover Up Off should Summer Sweater Crochet Mesh Cover Ups See Through Cover Ups Feature Crochet Hollow Out See Through Off Shoulder Corthet See Through KEOMUD Women Mesh Crochet Crop Top Long Sleeve Hollow Out Cropped Knit Sweater Bikini Beach See Through Cover Ups   Women Cute Mesh Crochet Cropped Top Long Sleeve Hollow Out Cropped Knit Short Sweater Crochet cropped top is lightweight, breathable and comfortable to wear. Keep you sexy and cool on hot daysFashion mesh tops is perfect to pair with bra and tank top for a sexy lookSolid color hollow out short cover up can as a beach cover up with a corset topThis sexy long sleeve crochet cropped top is perfect for beach, holiday, street, club, party, night out, summer, pool, honeymoon and so onSee through crop top great for Holiday gifts, Birthday gifts, etc Women's Fashion Sexy Hollow Out Crochet Knitted Crop Top with Long Sleeve   Crochet Cover Ups for Women Sexy Hollow Out Swim Cover Up Knit Summer Outfits Classic solid color mesh crochet design that never goes out of styleSee Through Crop knit pullover sweater The loose neckline and sleeve allow you to have a variety of wearCan as a one shouldered cover up, it's very cute and charming KEOMUD Crochet Knit See Through Cropped Tops Cover Up Fashion Long Sleeve Casual Cropped Smock Top!   KEOMUD Women Crochet Tops Long Sleeve Hollow Out Crewneck Beach Cover Up Material: AcrylicType: Crochet tops/ Hollow out crop top/ Mesh cover up/ See through fishnet top/Crop knit pullover sweater/Short crochet topsSeason: Spring/Summer/FallFeature: Crochet/Mesh/Hollow out/ Cropped/ Long sleeve/ CrewneckPattern: Solid colorStyle: Casual/Fashion/Sexy/Cute crop topOccasion: Beach/ Night out/ Dancing/ Surfing/ Party/ Dating KEOMUD Hollow Out Cropped Tops! Type 02, there are Black, Grey, Orange colors for you to choose!   Women's Crochet Knitted Sweatshirt Cropped Pullover Tops Care(Washing Instructions) 1. Hand wash and machine wash2. Do Not Blench3. Hang Or Line Dry4. Wash with like colors Come here to see what the customer say!   KEOMUD Women 2023 Summer Swimsuit Coverup Crochet Bathing Suit Cover Ups for Swimwear Mesh Bikini Beachwear Crop Tops Women Mesh Crochet Crop Top, there are Black/ Grey/ Orange/ Green/ Pink/ Purple/ Winered colors for you to choice!   Come here for your fashion show! You put it on and you look fashionable! WARM TIPS1. Color may be lighter or darker due to the different PC display. Your understanding is highly appreciated2. There maybe 1-2 cm deviation in different sizes, locations and stretch of fabrics. Size chart is for reference only, there may be a little difference with what you get","[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Swimsuits & Cover Ups"",""Cover-Ups""]","""24.97""","""19.99""",USD,4.4,302,https://m.media-amazon.com/images/I/61hUwO-L1FL.__AC_SY445_SX342_QL70_FMwebp_.jpg
